DAYOFWEEK,MONTH,LOCATION,LATITUDE,LONGITUDE,CRIMECAT
4,8,STUDENT VILLAGE,8.503164,8.500314,7
5,7,POST OFFICE,8.496123,8.516234,11
6,11,LAVISTA,8.544621,8.533711,5
6,11,MODERN MARKET,8.491388,8.528523,5
6,1,PROJECT QUARTERS,8.44235,8.43324,5
6,1,MILLIONAIRES QUARTERS,8.516451,8.520237,11
6,1,NAS ST. POLY,8.507164,8.520902,7
5,1,POST OFFICE,8.496123,8.516234,2
2,7,NAS ST. POLY,8.507164,8.520902,12
6,1,POST OFFICE,8.496123,8.516234,7
6,1,STUDENT VILLAGE,8.503164,8.500314,12
2,11,SANDAJI STREET,8.3031,8.322,11
2,11,POST OFFICE,8.496123,8.516234,7
6,4,LAFIA EAST,8.490988,8.527665,11
3,8,POST OFFICE,8.496123,8.516234,5
6,10,NAS ST. POLY,8.507164,8.520902,13
2,9,LAFIA EAST,8.490988,8.527665,11
6,1,NAS ST. POLY,8.507164,8.520902,2
6,11,STUDENT VILLAGE,8.503164,8.500314,11
6,1,NAS ST. POLY,8.507164,8.520902,12
6,1,STUDENT VILLAGE,8.503164,8.500314,5
6,1,POST OFFICE,8.496123,8.516234,13
6,1,WORKERS VILLAGE,8.485263,8.504512,2
6,1,POST OFFICE,8.496123,8.516234,5
6,1,POST OFFICE,8.496123,8.516234,7
6,1,STUDENT VILLAGE,8.503164,8.500314,1
6,1,POST OFFICE,8.496123,8.516234,5
6,1,LAFIA EAST,8.490988,8.527665,3
6,1,MILLIONAIRES QUARTERS,8.516451,8.520237,11
6,1,NAS ST. POLY,8.507164,8.520902,5
6,1,LAFIA EAST,8.490988,8.527665,11
4,5,STUDENT VILLAGE,8.503164,8.500314,1
6,1,STUDENT VILLAGE,8.503164,8.500314,5
5,8,POST OFFICE,8.496123,8.516234,5
6,1,LAFIA EAST,8.490988,8.527665,12
6,1,MODERN MARKET,8.491388,8.528523,5
6,1,POST OFFICE,8.496123,8.516234,7
6,1,LAVISTA,8.544621,8.533711,5
6,1,TUNDUN GWANDARA,8.3033,8.3313,3
6,1,POST OFFICE,8.496123,8.516234,11
3,10,NAS ST. POLY,8.507164,8.520902,1
1,1,NAS ST. POLY,8.507164,8.520902,2
6,1,STUDENT VILLAGE,8.503164,8.500314,12
1,11,NAS ST. POLY,8.507164,8.520902,2
6,9,NAS ST. POLY,8.507164,8.520902,2
6,1,DUNAMA,8.523524,8.522714,7
6,1,STUDENT VILLAGE,8.503164,8.500314,1
6,1,NAS ST. POLY,8.507164,8.520902,2
3,8,NAS ST. POLY,8.507164,8.520902,1
6,1,NAS ST. POLY,8.507164,8.520902,11
6,1,NAS ST. POLY,8.507164,8.520902,7
6,1,NAS ST. POLY,8.507164,8.520902,7
0,9,STUDENT VILLAGE,8.503164,8.500314,12
6,8,STUDENT VILLAGE,8.503164,8.500314,11
4,8,STUDENT VILLAGE,8.503164,8.500314,2
2,4,STUDENT VILLAGE,8.503164,8.500314,13
3,10,NAS ST. POLY,8.507164,8.520902,5
0,1,STUDENT VILLAGE,8.503164,8.500314,11
3,1,TUNDUN AMBA,8.2856,8.3018,11
6,11,NAS ST. POLY,8.507164,8.520902,1
0,1,PROJECT QUARTERS,8.44235,8.43324,3
0,1,LAFIA EAST,8.490988,8.527665,7
0,1,NAS ST. POLY,8.507164,8.520902,112
0,1,STUDENT VILLAGE,8.503164,8.500314,1
0,1,POST OFFICE,8.496123,8.516234,12
1,4,STUDENT VILLAGE,8.503164,8.500314,11
0,1,NAS ST. POLY,8.507164,8.520902,5
0,1,TUNDUN AMBA,8.2856,8.3018,5
0,1,STUDENT VILLAGE,8.503164,8.500314,13
0,1,NAS ST. POLY,8.507164,8.520902,7
0,1,LAFIA EAST,8.490988,8.527665,11
0,1,LAFIA EAST,8.490988,8.527665,11
0,1,LAVISTA,8.544621,8.533711,13
0,1,LAVISTA,8.544621,8.533711,2
0,1,NAS ST. POLY,8.507164,8.520902,13
0,1,NAS ST. POLY,8.507164,8.520902,1
1,1,POST OFFICE,8.496123,8.516234,5
0,1,NAS ST. POLY,8.507164,8.520902,13
4,1,POST OFFICE,8.496123,8.516234,11
0,1,NAS ST. POLY,8.507164,8.520902,11
1,6,WORKERS VILLAGE,8.485263,8.504512,5
0,1,NAS ST. POLY,8.507164,8.520902,13
0,1,NAS ST. POLY,8.507164,8.520902,1
0,1,LAVISTA,8.544621,8.533711,5
3,1,NAS ST. POLY,8.507164,8.520902,12
0,1,STUDENT VILLAGE,8.503164,8.500314,11
2,11,POST OFFICE,8.496123,8.516234,9
0,11,LAVISTA,8.544621,8.533711,1
1,7,LAFIA EAST,8.490988,8.527665,5
2,7,PROJECT QUARTERS,8.44235,8.43324,12
2,11,MODERN MARKET,8.491388,8.528523,5
0,1,NAS ST. POLY,8.507164,8.520902,13
0,1,NAS ST. POLY,8.507164,8.520902,11
0,1,POST OFFICE,8.496123,8.516234,11
0,1,LAFIA EAST,8.490988,8.527665,12
0,1,NAS ST. POLY,8.507164,8.520902,1
0,1,STUDENT VILLAGE,8.503164,8.500314,13
0,1,POST OFFICE,8.496123,8.516234,11
3,1,STUDENT VILLAGE,8.503164,8.500314,11
0,1,TUNDUN GWANDARA,8.3033,8.3313,11
0,1,NAS ST. POLY,8.507164,8.520902,2
1,8,STUDENT VILLAGE,8.503164,8.500314,11
5,1,NAS ST. POLY,8.507164,8.520902,2
6,1,NAS ST. POLY,8.507164,8.520902,13
1,10,NAS ST. POLY,8.507164,8.520902,13
2,1,STUDENT VILLAGE,8.503164,8.500314,5
2,5,PROJECT QUARTERS,8.44235,8.43324,11
6,5,NAS ST. POLY,8.507164,8.520902,11
0,1,POST OFFICE,8.496123,8.516234,11
0,1,POST OFFICE,8.496123,8.516234,13
1,11,LAFIA EAST,8.490988,8.527665,5
0,1,WORKERS VILLAGE,8.485263,8.504512,2
3,11,POST OFFICE,8.496123,8.516234,13
0,1,POST OFFICE,8.496123,8.516234,5
4,1,STUDENT VILLAGE,8.503164,8.500314,11
6,1,LAVISTA,8.544621,8.533711,2
0,1,NAS ST. POLY,8.507164,8.520902,11
0,1,MODERN MARKET,8.491388,8.528523,2
0,1,NAS ST. POLY,8.507164,8.520902,1
0,1,NAS ST. POLY,8.507164,8.520902,13
2,5,MODERN MARKET,8.491388,8.528523,9
0,1,STUDENT VILLAGE,8.503164,8.500314,5
0,1,POST OFFICE,8.496123,8.516234,2
0,1,POST OFFICE,8.496123,8.516234,112
0,1,STUDENT VILLAGE,8.503164,8.500314,11
2,9,DUNAMA,8.523524,8.522714,13
0,1,POST OFFICE,8.496123,8.516234,9
0,1,LAVISTA,8.544621,8.533711,2
0,1,STUDENT VILLAGE,8.503164,8.500314,12
0,1,NAS ST. POLY,8.507164,8.520902,13
0,1,LAFIA EAST,8.490988,8.527665,12
3,6,LAVISTA,8.544621,8.533711,13
5,7,POST OFFICE,8.496123,8.516234,3
0,1,POST OFFICE,8.496123,8.516234,5
0,1,NAS ST. POLY,8.507164,8.520902,7
0,1,POST OFFICE,8.496123,8.516234,11
1,11,POST OFFICE,8.496123,8.516234,13
0,1,NAS ST. POLY,8.507164,8.520902,11
0,1,POST OFFICE,8.496123,8.516234,3
0,1,WORKERS VILLAGE,8.485263,8.504512,5
3,1,STUDENT VILLAGE,8.503164,8.500314,13
0,1,POST OFFICE,8.496123,8.516234,7
0,1,LAFIA EAST,8.490988,8.527665,11
3,4,NAS ST. POLY,8.507164,8.520902,7
1,11,STUDENT VILLAGE,8.503164,8.500314,5
6,9,NAS ST. POLY,8.507164,8.520902,2
0,1,STUDENT VILLAGE,8.503164,8.500314,3
0,1,STUDENT VILLAGE,8.503164,8.500314,7
4,8,NAS ST. POLY,8.507164,8.520902,5
0,1,POST OFFICE,8.496123,8.516234,5
0,1,NAS ST. POLY,8.507164,8.520902,5
0,1,NAS ST. POLY,8.507164,8.520902,1
0,1,STUDENT VILLAGE,8.503164,8.500314,5
0,1,TUNDUN GWANDARA,8.3033,8.3313,2
0,1,LAVISTA,8.544621,8.533711,5
0,1,LAVISTA,8.544621,8.533711,13
0,1,POST OFFICE,8.496123,8.516234,13
0,1,LAFIA EAST,8.490988,8.527665,5
0,1,POST OFFICE,8.496123,8.516234,3
4,5,POST OFFICE,8.496123,8.516234,11
0,1,TUNDUN GWANDARA,8.3033,8.3313,5
0,1,NAS ST. POLY,8.507164,8.520902,2
4,1,TUNDUN AMBA,8.2856,8.3018,5
4,10,LAVISTA,8.544621,8.533711,5
0,1,NAS ST. POLY,8.507164,8.520902,12
0,1,POST OFFICE,8.496123,8.516234,11
0,1,POST OFFICE,8.496123,8.516234,11
0,1,STUDENT VILLAGE,8.503164,8.500314,12
0,1,STUDENT VILLAGE,8.503164,8.500314,1
0,1,NAS ST. POLY,8.507164,8.520902,11
0,1,POST OFFICE,8.496123,8.516234,7
4,1,NAS ST. POLY,8.507164,8.520902,2
0,7,NAS ST. POLY,8.507164,8.520902,11
0,1,POST OFFICE,8.496123,8.516234,3
0,1,NAS ST. POLY,8.507164,8.520902,1
0,1,PROJECT QUARTERS,8.44235,8.43324,3
0,1,LAVISTA,8.544621,8.533711,5
0,1,NAS ST. POLY,8.507164,8.520902,11
0,1,LAFIA EAST,8.490988,8.527665,9
6,1,LAVISTA,8.544621,8.533711,5
6,9,SANDAJI STREET,8.3031,8.322,11
0,1,NAS ST. POLY,8.507164,8.520902,2
0,1,LAVISTA,8.544621,8.533711,7
0,1,TUNDUN AMBA,8.2856,8.3018,11
0,1,WORKERS VILLAGE,8.485263,8.504512,5
0,1,NAS ST. POLY,8.507164,8.520902,11
6,10,POST OFFICE,8.496123,8.516234,13
0,1,POST OFFICE,8.496123,8.516234,5
0,1,STUDENT VILLAGE,8.503164,8.500314,5
0,1,POST OFFICE,8.496123,8.516234,11
1,6,POST OFFICE,8.496123,8.516234,13
4,6,POST OFFICE,8.496123,8.516234,11
0,1,WORKERS VILLAGE,8.485263,8.504512,5
1,1,STUDENT VILLAGE,8.503164,8.500314,11
0,1,PROJECT QUARTERS,8.44235,8.43324,11
1,11,POST OFFICE,8.496123,8.516234,5
0,1,LAVISTA,8.544621,8.533711,3
0,1,MODERN MARKET,8.491388,8.528523,5
0,1,LAFIA EAST,8.490988,8.527665,5
0,1,LAFIA EAST,8.490988,8.527665,5
0,1,PROJECT QUARTERS,8.44235,8.43324,11
2,1,LAVISTA,8.544621,8.533711,5
0,1,POST OFFICE,8.496123,8.516234,11
0,1,NAS ST. POLY,8.507164,8.520902,7
0,1,PROJECT QUARTERS,8.44235,8.43324,5
0,1,NAS ST. POLY,8.507164,8.520902,7
5,11,POST OFFICE,8.496123,8.516234,11
0,6,POST OFFICE,8.496123,8.516234,5
2,7,NAS ST. POLY,8.507164,8.520902,2
0,1,PROJECT QUARTERS,8.44235,8.43324,3
0,1,POST OFFICE,8.496123,8.516234,5
0,1,DUNAMA,8.523524,8.522714,12
6,8,MILLIONAIRES QUARTERS,8.516451,8.520237,11
6,11,NAS ST. POLY,8.507164,8.520902,13
0,1,NAS ST. POLY,8.507164,8.520902,7
0,1,MODERN MARKET,8.491388,8.528523,11
3,11,STUDENT VILLAGE,8.503164,8.500314,12
0,1,NAS ST. POLY,8.507164,8.520902,5
0,1,STUDENT VILLAGE,8.503164,8.500314,5
0,1,NAS ST. POLY,8.507164,8.520902,7
0,1,NAS ST. POLY,8.507164,8.520902,11
4,11,NAS ST. POLY,8.507164,8.520902,2
0,1,NAS ST. POLY,8.507164,8.520902,11
0,1,NAS ST. POLY,8.507164,8.520902,13
3,7,POST OFFICE,8.496123,8.516234,12
0,1,LAVISTA,8.544621,8.533711,5
3,7,POST OFFICE,8.496123,8.516234,12
0,1,WORKERS VILLAGE,8.485263,8.504512,5
0,7,LAVISTA,8.544621,8.533711,11
0,1,NAS ST. POLY,8.507164,8.520902,7
0,1,PROJECT QUARTERS,8.44235,8.43324,3
4,1,POST OFFICE,8.496123,8.516234,3
5,1,NAS ST. POLY,8.507164,8.520902,1
0,1,STUDENT VILLAGE,8.503164,8.500314,11
0,1,GOVERNMENT HOUSE,8.509731,8.542025,12
0,1,LAFIA EAST,8.490988,8.527665,5
0,1,PROJECT QUARTERS,8.44235,8.43324,3
6,11,NAS ST. POLY,8.507164,8.520902,11
5,5,POST OFFICE,8.496123,8.516234,9
0,1,NAS ST. POLY,8.507164,8.520902,7
0,1,PROJECT QUARTERS,8.44235,8.43324,9
0,1,LAFIA EAST,8.490988,8.527665,11
0,1,POST OFFICE,8.496123,8.516234,11
0,1,POST OFFICE,8.496123,8.516234,11
0,7,POST OFFICE,8.496123,8.516234,11
6,9,LAVISTA,8.544621,8.533711,2
0,1,LAFIA EAST,8.490988,8.527665,13
0,1,PROJECT QUARTERS,8.44235,8.43324,7
0,1,NAS ST. POLY,8.507164,8.520902,13
0,1,SANDAJI STREET,8.3031,8.322,11
0,1,STUDENT VILLAGE,8.503164,8.500314,11
5,1,POST OFFICE,8.496123,8.516234,2
4,11,LAVISTA,8.544621,8.533711,2
0,1,STUDENT VILLAGE,8.503164,8.500314,5
0,1,MILLIONAIRES QUARTERS,8.516451,8.520237,2
0,1,POST OFFICE,8.496123,8.516234,11
0,1,POST OFFICE,8.496123,8.516234,12
4,1,LAVISTA,8.544621,8.533711,112
0,1,TUNDUN AMBA,8.2856,8.3018,11
6,11,LAVISTA,8.544621,8.533711,11
0,1,NAS ST. POLY,8.507164,8.520902,12
0,1,POST OFFICE,8.496123,8.516234,11
0,1,NAS ST. POLY,8.507164,8.520902,12
2,6,LAFIA EAST,8.490988,8.527665,5
2,8,LAFIA EAST,8.490988,8.527665,11
0,1,PROJECT QUARTERS,8.44235,8.43324,11
1,10,NAS ST. POLY,8.507164,8.520902,5
0,1,STUDENT VILLAGE,8.503164,8.500314,11
0,1,PROJECT QUARTERS,8.44235,8.43324,3
3,9,NAS ST. POLY,8.507164,8.520902,11
0,1,LAVISTA,8.544621,8.533711,5
4,11,LAFIA EAST,8.490988,8.527665,5
3,7,NAS ST. POLY,8.507164,8.520902,11
5,1,PROJECT QUARTERS,8.44235,8.43324,1
0,1,POST OFFICE,8.496123,8.516234,5
0,1,STUDENT VILLAGE,8.503164,8.500314,7
1,1,STUDENT VILLAGE,8.503164,8.500314,2
3,1,NAS ST. POLY,8.507164,8.520902,11
0,1,LAFIA EAST,8.490988,8.527665,11
0,1,NAS ST. POLY,8.507164,8.520902,2
0,1,STUDENT VILLAGE,8.503164,8.500314,13
2,4,NAS ST. POLY,8.507164,8.520902,2
5,11,LAVISTA,8.544621,8.533711,2
0,1,SANDAJI STREET,8.3031,8.322,7
0,1,POST OFFICE,8.496123,8.516234,7
0,1,POST OFFICE,8.496123,8.516234,9
0,11,LAFIA EAST,8.490988,8.527665,8
6,5,PROJECT QUARTERS,8.44235,8.43324,11
0,1,POST OFFICE,8.496123,8.516234,5
0,1,POST OFFICE,8.496123,8.516234,3
0,1,NAS ST. POLY,8.507164,8.520902,5
0,1,NAS ST. POLY,8.507164,8.520902,8
0,1,TUNDUN AMBA,8.2856,8.3018,11
0,1,SANDAJI STREET,8.3031,8.322,5
0,1,NAS ST. POLY,8.507164,8.520902,11
0,1,POST OFFICE,8.496123,8.516234,7
0,1,WORKERS VILLAGE,8.485263,8.504512,5
0,1,POST OFFICE,8.496123,8.516234,3
0,1,STUDENT VILLAGE,8.503164,8.500314,3
0,1,STUDENT VILLAGE,8.503164,8.500314,1
0,1,POST OFFICE,8.496123,8.516234,5
4,1,LAFIA EAST,8.490988,8.527665,11
0,1,STUDENT VILLAGE,8.503164,8.500314,5
3,1,POST OFFICE,8.496123,8.516234,11
0,1,MODERN MARKET,8.491388,8.528523,5
0,1,POST OFFICE,8.496123,8.516234,13
0,1,PROJECT QUARTERS,8.44235,8.43324,11
0,1,POST OFFICE,8.496123,8.516234,13
2,11,STUDENT VILLAGE,8.503164,8.500314,5
1,1,NAS ST. POLY,8.507164,8.520902,2
0,1,NAS ST. POLY,8.507164,8.520902,5
0,8,STUDENT VILLAGE,8.503164,8.500314,11
0,1,NAS ST. POLY,8.507164,8.520902,5
0,1,LAVISTA,8.544621,8.533711,13
2,7,POST OFFICE,8.496123,8.516234,11
0,1,LAVISTA,8.544621,8.533711,5
0,1,POST OFFICE,8.496123,8.516234,2
0,1,WORKERS VILLAGE,8.485263,8.504512,13
0,1,LAFIA EAST,8.490988,8.527665,11
3,11,TUNDUN AMBA,8.2856,8.3018,2
0,1,STUDENT VILLAGE,8.503164,8.500314,11
0,1,NAS ST. POLY,8.507164,8.520902,7
1,5,LAVISTA,8.544621,8.533711,5
0,1,POST OFFICE,8.496123,8.516234,9
0,1,WORKERS VILLAGE,8.485263,8.504512,5
0,1,LAVISTA,8.544621,8.533711,2
0,1,PROJECT QUARTERS,8.44235,8.43324,3
0,1,PROJECT QUARTERS,8.44235,8.43324,11
6,1,SANDAJI STREET,8.3031,8.322,9
5,7,STUDENT VILLAGE,8.503164,8.500314,11
6,1,STUDENT VILLAGE,8.503164,8.500314,1
4,6,POST OFFICE,8.496123,8.516234,5
6,1,POST OFFICE,8.496123,8.516234,5
6,1,NAS ST. POLY,8.507164,8.520902,11
6,1,NAS ST. POLY,8.507164,8.520902,7
3,11,POST OFFICE,8.496123,8.516234,5
6,1,LAFIA EAST,8.490988,8.527665,13
3,1,LAFIA EAST,8.490988,8.527665,11
6,1,LAFIA EAST,8.490988,8.527665,9
6,1,GOVERNMENT HOUSE,8.509731,8.542025,11
4,9,WORKERS VILLAGE,8.485263,8.504512,5
3,4,LAVISTA,8.544621,8.533711,5
6,1,POST OFFICE,8.496123,8.516234,9
6,1,NAS ST. POLY,8.507164,8.520902,7
6,1,PROJECT QUARTERS,8.44235,8.43324,9
6,1,LAFIA EAST,8.490988,8.527665,11
6,1,POST OFFICE,8.496123,8.516234,11
4,1,STUDENT VILLAGE,8.503164,8.500314,112
6,1,PROJECT QUARTERS,8.44235,8.43324,3
6,1,LAFIA EAST,8.490988,8.527665,13
6,1,STUDENT VILLAGE,8.503164,8.500314,11
3,1,STUDENT VILLAGE,8.503164,8.500314,5
6,1,POST OFFICE,8.496123,8.516234,13
6,1,LAFIA EAST,8.490988,8.527665,11
6,1,TUNDUN GWANDARA,8.3033,8.3313,2
6,11,POST OFFICE,8.496123,8.516234,12
4,11,WORKERS VILLAGE,8.485263,8.504512,1
6,1,WORKERS VILLAGE,8.485263,8.504512,5
3,1,STUDENT VILLAGE,8.503164,8.500314,11
1,4,LAFIA EAST,8.490988,8.527665,11
6,11,LAVISTA,8.544621,8.533711,11
6,11,NAS ST. POLY,8.507164,8.520902,11
6,11,GOVERNMENT HOUSE,8.509731,8.542025,12
6,11,POST OFFICE,8.496123,8.516234,5
6,11,LAFIA EAST,8.490988,8.527665,12
4,8,NAS ST. POLY,8.507164,8.520902,11
3,6,NAS ST. POLY,8.507164,8.520902,3
6,11,NAS ST. POLY,8.507164,8.520902,11
6,10,POST OFFICE,8.496123,8.516234,12
6,11,STUDENT VILLAGE,8.503164,8.500314,11
1,8,SANDAJI STREET,8.3031,8.322,3
6,11,NAS ST. POLY,8.507164,8.520902,7
6,11,PROJECT QUARTERS,8.44235,8.43324,12
2,8,NAS ST. POLY,8.507164,8.520902,5
6,11,STUDENT VILLAGE,8.503164,8.500314,11
6,11,STUDENT VILLAGE,8.503164,8.500314,11
4,9,WORKERS VILLAGE,8.485263,8.504512,12
6,11,WORKERS VILLAGE,8.485263,8.504512,5
4,7,POST OFFICE,8.496123,8.516234,5
6,11,POST OFFICE,8.496123,8.516234,11
6,11,NAS ST. POLY,8.507164,8.520902,12
4,5,POST OFFICE,8.496123,8.516234,9
6,11,POST OFFICE,8.496123,8.516234,5
2,4,NAS ST. POLY,8.507164,8.520902,1
5,8,POST OFFICE,8.496123,8.516234,13
0,5,POST OFFICE,8.496123,8.516234,5
6,10,POST OFFICE,8.496123,8.516234,7
6,11,LAFIA EAST,8.490988,8.527665,11
6,11,NAS ST. POLY,8.507164,8.520902,1
1,7,SANDAJI STREET,8.3031,8.322,5
6,11,LAFIA EAST,8.490988,8.527665,9
6,11,NAS ST. POLY,8.507164,8.520902,7
1,11,NAS ST. POLY,8.507164,8.520902,11
4,10,PROJECT QUARTERS,8.44235,8.43324,9
6,11,NAS ST. POLY,8.507164,8.520902,12
6,8,POST OFFICE,8.496123,8.516234,5
6,11,POST OFFICE,8.496123,8.516234,5
2,10,POST OFFICE,8.496123,8.516234,5
2,11,STUDENT VILLAGE,8.503164,8.500314,5
6,11,STUDENT VILLAGE,8.503164,8.500314,7
6,11,NAS ST. POLY,8.507164,8.520902,1
5,7,LAVISTA,8.544621,8.533711,5
3,9,LAVISTA,8.544621,8.533711,5
1,8,LAFIA EAST,8.490988,8.527665,3
6,11,POST OFFICE,8.496123,8.516234,3
6,11,LAVISTA,8.544621,8.533711,5
6,11,TUNDUN AMBA,8.2856,8.3018,5
6,9,POST OFFICE,8.496123,8.516234,11
6,11,POST OFFICE,8.496123,8.516234,5
0,4,POST OFFICE,8.496123,8.516234,12
6,11,NAS ST. POLY,8.507164,8.520902,5
6,11,NAS ST. POLY,8.507164,8.520902,11
6,11,NAS ST. POLY,8.507164,8.520902,1
0,7,POST OFFICE,8.496123,8.516234,13
1,4,NAS ST. POLY,8.507164,8.520902,12
6,11,OLD TOMATO MARKET,8.2935,8.3112,5
6,11,LAVISTA,8.544621,8.533711,1
6,11,NAS ST. POLY,8.507164,8.520902,2
6,11,NAS ST. POLY,8.507164,8.520902,7
6,11,POST OFFICE,8.496123,8.516234,3
3,11,POST OFFICE,8.496123,8.516234,5
6,11,STUDENT VILLAGE,8.503164,8.500314,13
6,11,PROJECT QUARTERS,8.44235,8.43324,6
6,11,SANDAJI STREET,8.3031,8.322,11
6,11,POST OFFICE,8.496123,8.516234,2
6,11,POST OFFICE,8.496123,8.516234,9
6,11,STUDENT VILLAGE,8.503164,8.500314,5
6,1,MODERN MARKET,8.491388,8.528523,5
6,11,STUDENT VILLAGE,8.503164,8.500314,1
1,4,POST OFFICE,8.496123,8.516234,11
6,11,STUDENT VILLAGE,8.503164,8.500314,7
6,11,WORKERS VILLAGE,8.485263,8.504512,12
6,11,POST OFFICE,8.496123,8.516234,3
6,11,MILLIONAIRES QUARTERS,8.516451,8.520237,5
0,11,LAVISTA,8.544621,8.533711,2
6,11,STUDENT VILLAGE,8.503164,8.500314,11
6,11,POST OFFICE,8.496123,8.516234,5
6,11,POST OFFICE,8.496123,8.516234,7
6,11,POST OFFICE,8.496123,8.516234,7
0,11,NAS ST. POLY,8.507164,8.520902,13
0,5,MILLIONAIRES QUARTERS,8.516451,8.520237,11
6,11,POST OFFICE,8.496123,8.516234,2
6,11,POST OFFICE,8.496123,8.516234,5
6,11,LAFIA EAST,8.490988,8.527665,12
6,11,STUDENT VILLAGE,8.503164,8.500314,3
6,11,LAVISTA,8.544621,8.533711,5
6,11,LAFIA EMIRS PALACE,8.49059,8.512862,7
1,11,POST OFFICE,8.496123,8.516234,11
6,11,POST OFFICE,8.496123,8.516234,12
6,11,STUDENT VILLAGE,8.503164,8.500314,5
6,11,POST OFFICE,8.496123,8.516234,3
1,11,NAS ST. POLY,8.507164,8.520902,5
6,11,NAS ST. POLY,8.507164,8.520902,7
6,11,MODERN MARKET,8.491388,8.528523,2
6,11,LAVISTA,8.544621,8.533711,2
4,8,PROJECT QUARTERS,8.44235,8.43324,9
6,3,NAS ST. POLY,8.507164,8.520902,3
6,3,LAFIA EAST,8.490988,8.527665,13
6,3,STUDENT VILLAGE,8.503164,8.500314,1
6,3,LAVISTA,8.544621,8.533711,5
3,11,NAS ST. POLY,8.507164,8.520902,11
4,8,NAS ST. POLY,8.507164,8.520902,5
5,7,NAS ST. POLY,8.507164,8.520902,13
6,3,MODERN MARKET,8.491388,8.528523,2
2,9,DUNAMA,8.523524,8.522714,11
5,3,POST OFFICE,8.496123,8.516234,11
4,4,NAS ST. POLY,8.507164,8.520902,7
3,7,PROJECT QUARTERS,8.44235,8.43324,3
6,3,LAFIA EAST,8.490988,8.527665,13
6,3,MILLIONAIRES QUARTERS,8.516451,8.520237,11
5,3,POST OFFICE,8.496123,8.516234,9
6,3,STUDENT VILLAGE,8.503164,8.500314,11
3,3,POST OFFICE,8.496123,8.516234,13
5,1,NAS ST. POLY,8.507164,8.520902,5
6,3,LAVISTA,8.544621,8.533711,5
6,3,MILLIONAIRES QUARTERS,8.516451,8.520237,5
6,3,PROJECT QUARTERS,8.44235,8.43324,3
6,3,NAS ST. POLY,8.507164,8.520902,2
2,8,PROJECT QUARTERS,8.44235,8.43324,9
6,3,NAS ST. POLY,8.507164,8.520902,12
6,3,MODERN MARKET,8.491388,8.528523,2
6,3,OLD TOMATO MARKET,8.2935,8.3112,11
6,3,POST OFFICE,8.496123,8.516234,11
4,4,WORKERS VILLAGE,8.485263,8.504512,5
6,3,PROJECT QUARTERS,8.44235,8.43324,2
6,3,MILLIONAIRES QUARTERS,8.516451,8.520237,5
2,11,POST OFFICE,8.496123,8.516234,5
6,3,LAVISTA,8.544621,8.533711,7
6,3,NAS ST. POLY,8.507164,8.520902,12
6,8,STUDENT VILLAGE,8.503164,8.500314,11
6,3,NAS ST. POLY,8.507164,8.520902,11
6,3,NAS ST. POLY,8.507164,8.520902,1
1,10,MODERN MARKET,8.491388,8.528523,13
3,4,LAVISTA,8.544621,8.533711,1
6,3,TUNDUN AMBA,8.2856,8.3018,11
6,3,NAS ST. POLY,8.507164,8.520902,2
6,3,STUDENT VILLAGE,8.503164,8.500314,11
6,3,POST OFFICE,8.496123,8.516234,11
3,3,SANDAJI STREET,8.3031,8.322,12
6,3,PROJECT QUARTERS,8.44235,8.43324,9
6,3,LAFIA EAST,8.490988,8.527665,12
6,3,NAS ST. POLY,8.507164,8.520902,13
6,9,NAS ST. POLY,8.507164,8.520902,7
6,3,NAS ST. POLY,8.507164,8.520902,112
3,5,PROJECT QUARTERS,8.44235,8.43324,11
5,10,POST OFFICE,8.496123,8.516234,5
6,3,PROJECT QUARTERS,8.44235,8.43324,3
6,3,NAS ST. POLY,8.507164,8.520902,11
6,11,NAS ST. POLY,8.507164,8.520902,13
6,3,LAVISTA,8.544621,8.533711,8
6,3,STUDENT VILLAGE,8.503164,8.500314,5
6,3,NAS ST. POLY,8.507164,8.520902,7
1,11,DUNAMA,8.523524,8.522714,3
6,3,LAFIA EAST,8.490988,8.527665,5
6,3,POST OFFICE,8.496123,8.516234,2
0,8,LAVISTA,8.544621,8.533711,5
3,8,MODERN MARKET,8.491388,8.528523,5
6,3,LAVISTA,8.544621,8.533711,5
6,3,NAS ST. POLY,8.507164,8.520902,7
6,3,PROJECT QUARTERS,8.44235,8.43324,9
6,3,STUDENT VILLAGE,8.503164,8.500314,1
6,3,PROJECT QUARTERS,8.44235,8.43324,3
3,3,MILLIONAIRES QUARTERS,8.516451,8.520237,5
6,3,POST OFFICE,8.496123,8.516234,5
4,5,PROJECT QUARTERS,8.44235,8.43324,11
3,7,SANDAJI STREET,8.3031,8.322,5
6,3,STUDENT VILLAGE,8.503164,8.500314,11
6,3,NAS ST. POLY,8.507164,8.520902,7
6,3,NAS ST. POLY,8.507164,8.520902,1
6,3,WORKERS VILLAGE,8.485263,8.504512,5
6,3,POST OFFICE,8.496123,8.516234,3
6,3,LAFIA EAST,8.490988,8.527665,3
5,8,POST OFFICE,8.496123,8.516234,9
6,3,POST OFFICE,8.496123,8.516234,5
4,9,POST OFFICE,8.496123,8.516234,9
6,3,POST OFFICE,8.496123,8.516234,9
6,3,LAVISTA,8.544621,8.533711,5
3,3,DUNAMA,8.523524,8.522714,12
6,3,POST OFFICE,8.496123,8.516234,2
6,3,NAS ST. POLY,8.507164,8.520902,11
1,10,SANDAJI STREET,8.3031,8.322,5
